Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Costco,1004,2024-01-24,South,Georgia,Atlanta,Diet Coke,Diet Coke 33cl,3.4,55,187.0,51.71,27.65
CVS,1005,2024-01-24,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,3.21,444,1425.24,346.05,24.28
Target,1002,2024-01-24,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola Classic 33cl,3.3,117,386.1,132.47,34.31
Walmart,1001,2024-01-24,South,Florida,Miami,Fanta,Fanta Orange 1.5L,1.41,106,149.46,41.76,27.94
Kroger,1003,2024-01-24,Southeast,Virginia,Richmond,Powerade,Powerade Red 50cl,2.81,70,196.7,55.51,28.22
CVS,1005,2024-01-24,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,1.99,200,398.0,123.7,31.08
Kroger,1003,2024-01-24,South,Florida,Miami,Coca-Cola,Coca-Cola 1.5L,1.09,245,267.05,107.17,40.13
Walgreens,1006,2024-01-24,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,2.58,56,144.48,45.7,31.63
Target,1002,2024-01-25,South,Georgia,Atlanta,Diet Coke,Diet Coke 33cl,0.99,139,137.61,50.54,36.73
Costco,1004,2024-01-25,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.9,122,231.8,80.06,34.54
Kroger,1003,2024-01-25,Northeast,Massachusetts,Boston,Diet Coke,Diet Coke 33cl,1.15,168,193.2,53.07,27.47
Costco,1004,2024-01-25,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,3.36,75,252.0,98.99,39.28
Walgreens,1006,2024-01-25,South,Texas,Houston,Diet Coke,Diet Coke 1.5L,1.1,261,287.1,111.45,38.82
CVS,1005,2024-01-25,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.18,387,456.66,122.25,26.77
Walmart,1001,2024-01-25,Southeast,Tennessee,Nashville,Powerade,Powerade Red 50cl,2.88,49,141.12,29.28,20.75
Kroger,1003,2024-01-25,West,Washington,Seattle,Powerade,Powerade Red 50cl,2.15,315,677.25,161.12,23.79
Walgreens,1006,2024-01-25,South,Florida,Miami,Dasani Water,Dasani 50cl,2.36,208,490.88,182.51,37.18
Walgreens,1006,2024-01-25,Midwest,Ohio,Columbus,Fanta,Fanta Orange 1.5L,1.94,198,384.12,140.36,36.54
Kroger,1003,2024-01-25,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,2.02,299,603.98,122.85,20.34
Kroger,1003,2024-01-25,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.14,40,125.6,29.47,23.46
Walmart,1001,2024-01-25,South,Texas,Houston,Sprite,Sprite 1.5L,1.3,46,59.8,24.8,41.47
CVS,1005,2024-01-26,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 1.5L,3.43,186,637.98,170.47,26.72
CVS,1005,2024-01-26,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,2.84,327,928.68,186.94,20.13
Walgreens,1006,2024-01-26,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola Classic 33cl,1.04,45,46.8,19.35,41.35
Target,1002,2024-01-26,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,1.11,95,105.45,28.21,26.75
Kroger,1003,2024-01-26,Northeast,Pennsylvania,Philadelphia,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.21,228,503.88,116.3,23.08
CVS,1005,2024-01-26,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,3.03,273,827.19,347.34,41.99
Target,1002,2024-01-26,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,0.86,362,311.32,109.52,35.18
Walgreens,1006,2024-01-26,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.2,328,1049.6,398.53,37.97
Walmart,1001,2024-01-27,South,Texas,Houston,Fanta,Fanta Orange 33cl,2.32,46,106.72,40.05,37.53
CVS,1005,2024-01-27,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 2L,1.06,148,156.88,37.78,24.08
Walgreens,1006,2024-01-27,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola 2L,3.01,299,899.99,237.96,26.44
Walgreens,1006,2024-01-27,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.36,374,1256.64,434.67,34.59
Costco,1004,2024-01-27,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,2.2,405,891.0,265.7,29.82
Costco,1004,2024-01-27,West,Washington,Seattle,Dasani Water,Dasani 50cl,2.96,337,997.52,305.74,30.65
Walgreens,1006,2024-01-27,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,2.92,88,256.96,65.19,25.37
Target,1002,2024-01-27,South,Florida,Miami,Coca-Cola,Coca-Cola Classic 33cl,2.47,264,652.08,220.99,33.89
CVS,1005,2024-01-28,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,3.49,178,621.22,204.26,32.88
Kroger,1003,2024-01-28,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,2.06,190,391.4,101.33,25.89
Walgreens,1006,2024-01-28,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.11,24,50.64,14.9,29.42
Target,1002,2024-01-28,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 33cl,2.85,217,618.45,212.68,34.39
Target,1002,2024-01-28,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 1.5L,2.99,311,929.89,357.26,38.42
Walgreens,1006,2024-01-28,South,Florida,Miami,Dasani Water,Dasani 1L,3.28,121,396.88,87.35,22.01
Target,1002,2024-01-28,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 33cl,2.57,236,606.52,162.3,26.76
Walmart,1001,2024-01-28,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola Classic 33cl,2.99,82,245.18,68.33,27.87
Target,1002,2024-01-28,West,California,Los Angeles,Sprite,Sprite 33cl,1.22,443,540.46,157.65,29.17
CVS,1005,2024-01-29,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,2.09,354,739.86,221.59,29.95
Walmart,1001,2024-01-29,Midwest,Michigan,Detroit,Dasani Water,Dasani 50cl,1.49,243,362.07,93.96,25.95
Walmart,1001,2024-01-29,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.32,252,332.64,75.58,22.72
Kroger,1003,2024-01-29,South,Texas,Houston,Dasani Water,Dasani 1L,1.86,59,109.74,27.74,25.28
Kroger,1003,2024-01-29,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,1.03,386,397.58,83.13,20.91
CVS,1005,2024-01-29,South,Georgia,Atlanta,Powerade,Powerade Blue 50cl,2.95,210,619.5,211.5,34.14
Walmart,1001,2024-01-29,Northeast,New York,New York City,Coca-Cola,Coca-Cola 2L,2.9,187,542.3,166.81,30.76
Target,1002,2024-01-30,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.99,426,847.74,310.95,36.68
Costco,1004,2024-01-30,South,Florida,Miami,Dasani Water,Dasani 50cl,2.63,393,1033.59,318.66,30.83
Walgreens,1006,2024-01-30,Northeast,New York,New York City,Fanta,Fanta Orange 33cl,3.33,346,1152.18,441.17,38.29
Costco,1004,2024-01-30,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,2.81,329,924.49,253.4,27.41
Walmart,1001,2024-01-30,South,Georgia,Atlanta,Sprite,Sprite 33cl,3.28,294,964.32,316.68,32.84
Walgreens,1006,2024-01-30,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.12,269,301.28,71.86,23.85
Kroger,1003,2024-01-30,West,Arizona,Phoenix,Fanta,Fanta Orange 1.5L,2.56,305,780.8,216.2,27.69
Target,1002,2024-01-31,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.71,215,582.65,154.87,26.58
Costco,1004,2024-01-31,Southeast,North Carolina,Charlotte,Coca-Cola Zero Sugar,Coke Zero 33cl,1.51,197,297.47,91.29,30.69
CVS,1005,2024-01-31,West,California,Los Angeles,Powerade,Powerade Blue 50cl,2.67,117,312.39,105.87,33.89
Walmart,1001,2024-01-31,Southeast,Virginia,Richmond,Dasani Water,Dasani 50cl,1.83,149,272.67,107.05,39.26
CVS,1005,2024-01-31,South,Florida,Miami,Sprite,Sprite 33cl,2.05,153,313.65,119.5,38.1
Kroger,1003,2024-01-31,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,1.3,152,197.6,72.12,36.5
Kroger,1003,2024-01-31,West,Washington,Seattle,Fanta,Fanta Orange 33cl,0.83,114,94.62,39.09,41.31
Costco,1004,2024-01-31,Northeast,Massachusetts,Boston,Dasani Water,Dasani 1L,3.31,162,536.22,191.65,35.74
CVS,1005,2024-02-01,Midwest,Ohio,Columbus,Powerade,Powerade Red 50cl,3.02,204,616.08,159.56,25.9
Target,1002,2024-02-01,West,Washington,Seattle,Powerade,Powerade Blue 50cl,3.21,210,674.1,272.54,40.43
Target,1002,2024-02-01,Midwest,Michigan,Detroit,Sprite,Sprite 33cl,3.44,205,705.2,208.32,29.54
Walgreens,1006,2024-02-01,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 33cl,1.18,414,488.52,153.93,31.51
Target,1002,2024-02-01,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola 1.5L,2.7,307,828.9,222.64,26.86
Costco,1004,2024-02-01,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,2.3,75,172.5,50.82,29.46
Costco,1004,2024-02-02,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,3.48,402,1398.96,486.14,34.75
Target,1002,2024-02-02,South,Georgia,Atlanta,Diet Coke,Diet Coke 33cl,3.45,255,879.75,204.1,23.2
CVS,1005,2024-02-02,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.23,345,1114.35,263.21,23.62
Kroger,1003,2024-02-02,South,Georgia,Atlanta,Coca-Cola,Coca-Cola 2L,0.85,270,229.5,91.85,40.02
Kroger,1003,2024-02-02,West,Washington,Seattle,Sprite,Sprite 1.5L,2.68,164,439.52,161.52,36.75
CVS,1005,2024-02-03,West,Washington,Seattle,Fanta,Fanta Orange 33cl,1.93,92,177.56,45.62,25.69
CVS,1005,2024-02-03,Midwest,Michigan,Detroit,Sprite,Sprite 1.5L,2.15,559,1201.85,309.84,25.78
Target,1002,2024-02-03,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,1.7,242,411.4,144.69,35.17
Walgreens,1006,2024-02-03,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,2.99,571,1707.29,600.97,35.2
Kroger,1003,2024-02-03,West,California,Los Angeles,Diet Coke,Diet Coke 33cl,2.67,148,395.16,160.32,40.57
Walgreens,1006,2024-02-03,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,2.4,160,384.0,80.95,21.08
Walgreens,1006,2024-02-03,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,1.77,130,230.1,53.06,23.06
Walgreens,1006,2024-02-04,Northeast,New York,New York City,Sprite,Sprite 33cl,2.06,55,113.3,45.8,40.42
CVS,1005,2024-02-04,West,Arizona,Phoenix,Dasani Water,Dasani 1L,3.11,231,718.41,187.29,26.07
Costco,1004,2024-02-04,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.47,226,558.22,133.97,24.0
CVS,1005,2024-02-04,South,Florida,Miami,Fanta,Fanta Orange 1.5L,3.08,173,532.84,190.33,35.72
Kroger,1003,2024-02-04,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 2L,1.16,457,530.12,210.4,39.69
Walmart,1001,2024-02-04,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 1.5L,2.14,371,793.94,213.89,26.94
Costco,1004,2024-02-04,West,California,Los Angeles,Sprite,Sprite 1.5L,1.14,155,176.7,40.55,22.95
Walmart,1001,2024-02-04,West,California,Los Angeles,Sprite,Sprite 1.5L,2.2,100,220.0,44.57,20.26
Costco,1004,2024-02-04,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 2L,1.8,298,536.4,183.29,34.17
Kroger,1003,2024-02-05,South,Florida,Miami,Sprite,Sprite 1.5L,2.37,327,774.99,255.44,32.96
Kroger,1003,2024-02-05,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,3.22,253,814.66,322.85,39.63
Walmart,1001,2024-02-05,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.38,224,309.12,100.12,32.39
Kroger,1003,2024-02-05,Southeast,Virginia,Richmond,Powerade,Powerade Blue 50cl,2.25,356,801.0,334.74,41.79
Target,1002,2024-02-05,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.84,185,525.4,119.79,22.8
CVS,1005,2024-02-05,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,1.28,357,456.96,167.66,36.69
Target,1002,2024-02-05,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 33cl,2.86,446,1275.56,380.24,29.81
Target,1002,2024-02-06,South,Texas,Houston,Dasani Water,Dasani 1L,2.18,238,518.84,215.58,41.55
CVS,1005,2024-02-06,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 1.5L,1.94,375,727.5,257.83,35.44
Walgreens,1006,2024-02-06,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,3.35,160,536.0,191.51,35.73
Costco,1004,2024-02-06,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 1.5L,3.04,183,556.32,148.2,26.64
Kroger,1003,2024-02-06,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 1.5L,1.47,246,361.62,110.04,30.43
CVS,1005,2024-02-06,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,2.17,479,1039.43,372.95,35.88
CVS,1005,2024-02-06,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 33cl,1.1,367,403.7,111.06,27.51
Costco,1004,2024-02-06,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.32,377,1251.64,358.34,28.63
Target,1002,2024-02-06,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,1.65,140,231.0,96.19,41.64
Costco,1004,2024-02-06,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,0.8,364,291.2,71.69,24.62
Walmart,1001,2024-02-06,South,Texas,Houston,Diet Coke,Diet Coke 33cl,0.98,69,67.62,15.05,22.26
Walgreens,1006,2024-02-07,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 1.5L,3.44,343,1179.92,324.36,27.49
CVS,1005,2024-02-07,Midwest,Ohio,Columbus,Fanta,Fanta Orange 1.5L,2.06,427,879.62,214.01,24.33
Target,1002,2024-02-07,West,Washington,Seattle,Sprite,Sprite 1.5L,1.25,390,487.5,130.41,26.75
CVS,1005,2024-02-07,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola Classic 33cl,1.18,173,204.14,42.99,21.06
CVS,1005,2024-02-07,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 33cl,2.06,327,673.62,171.77,25.5
Kroger,1003,2024-02-07,South,Georgia,Atlanta,Powerade,Powerade Blue 50cl,2.92,291,849.72,341.67,40.21
Target,1002,2024-02-07,Midwest,Michigan,Detroit,Fanta,Fanta Orange 1.5L,1.38,359,495.42,151.45,30.57
Kroger,1003,2024-02-08,Midwest,Michigan,Detroit,Fanta,Fanta Orange 33cl,3.37,467,1573.79,495.74,31.5
Costco,1004,2024-02-08,South,Texas,Houston,Diet Coke,Diet Coke 33cl,1.5,45,67.5,19.7,29.18
Kroger,1003,2024-02-08,West,Arizona,Phoenix,Diet Coke,Diet Coke 33cl,3.05,118,359.9,127.01,35.29
Costco,1004,2024-02-08,South,Texas,Houston,Dasani Water,Dasani 1L,0.91,267,242.97,97.6,40.17
Walmart,1001,2024-02-08,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,0.88,393,345.84,82.69,23.91
Target,1002,2024-02-08,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,1.75,134,234.5,73.3,31.26
Target,1002,2024-02-08,Midwest,Illinois,Chicago,Powerade,Powerade Red 50cl,0.93,525,488.25,152.33,31.2
Walgreens,1006,2024-02-09,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,0.89,55,48.95,13.72,28.03
CVS,1005,2024-02-09,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,1.26,554,698.04,205.92,29.5
Target,1002,2024-02-09,West,Arizona,Phoenix,Diet Coke,Diet Coke 1.5L,3.12,260,811.2,278.32,34.31
Walmart,1001,2024-02-09,Midwest,Illinois,Chicago,Sprite,Sprite 1.5L,3.04,240,729.6,196.85,26.98
Kroger,1003,2024-02-09,South,Texas,Houston,Sprite,Sprite 33cl,3.46,68,235.28,68.37,29.06
Target,1002,2024-02-09,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 33cl,2.64,333,879.12,184.79,21.02
Walgreens,1006,2024-02-09,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 1.5L,2.48,336,833.28,198.57,23.83
Walmart,1001,2024-02-09,South,Florida,Miami,Sprite,Sprite 1.5L,2.27,148,335.96,136.33,40.58
Target,1002,2024-02-09,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.73,155,268.15,92.59,34.53
Costco,1004,2024-02-09,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola 1.5L,3.4,215,731.0,203.29,27.81
Walgreens,1006,2024-02-09,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 33cl,2.32,164,380.48,85.15,22.38
Walgreens,1006,2024-02-09,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,2.59,525,1359.75,523.78,38.52
Target,1002,2024-02-10,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 33cl,2.92,109,318.28,120.95,38.0
Target,1002,2024-02-10,Midwest,Illinois,Chicago,Powerade,Powerade Blue 50cl,2.69,325,874.25,311.23,35.6
CVS,1005,2024-02-10,Northeast,New York,New York City,Coca-Cola,Coca-Cola 1.5L,0.83,210,174.3,57.8,33.16
CVS,1005,2024-02-10,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.08,380,790.4,247.16,31.27
CVS,1005,2024-02-10,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,1.73,350,605.5,147.62,24.38
CVS,1005,2024-02-10,South,Florida,Miami,Dasani Water,Dasani 1L,3.13,408,1277.04,534.31,41.84
Kroger,1003,2024-02-10,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.86,164,305.04,61.13,20.04
Costco,1004,2024-02-10,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,3.25,330,1072.5,406.26,37.88
Target,1002,2024-02-10,South,Texas,Houston,Sprite,Sprite 33cl,1.76,401,705.76,220.41,31.23
Target,1002,2024-02-10,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,2.27,423,960.21,401.08,41.77
Kroger,1003,2024-02-10,Southeast,North Carolina,Charlotte,Fanta,Fanta Orange 1.5L,3.12,282,879.84,321.49,36.54
Kroger,1003,2024-02-10,Northeast,Pennsylvania,Philadelphia,Coca-Cola,Coca-Cola 1.5L,2.7,61,164.7,63.31,38.44
Costco,1004,2024-02-10,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 1.5L,1.06,482,510.92,159.76,31.27
Target,1002,2024-02-10,Northeast,Massachusetts,Boston,Diet Coke,Diet Coke 1.5L,1.16,245,284.2,100.32,35.3
Walgreens,1006,2024-02-11,Southeast,North Carolina,Charlotte,Diet Coke,Diet Coke 1.5L,1.09,291,317.19,105.24,33.18
CVS,1005,2024-02-11,West,California,Los Angeles,Coca-Cola,Coca-Cola Classic 33cl,1.77,119,210.63,71.51,33.95
Costco,1004,2024-02-11,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,2.38,533,1268.54,323.99,25.54
CVS,1005,2024-02-11,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola Classic 33cl,1.05,381,400.05,157.42,39.35
Kroger,1003,2024-02-11,West,California,Los Angeles,Sprite,Sprite 33cl,3.37,182,613.34,200.5,32.69
Costco,1004,2024-02-11,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 33cl,1.57,88,138.16,41.89,30.32
Walgreens,1006,2024-02-11,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 2L,2.27,45,102.15,39.37,38.54
Walgreens,1006,2024-02-11,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,2.75,343,943.25,390.88,41.44
Costco,1004,2024-02-12,Midwest,Michigan,Detroit,Fanta,Fanta Orange 33cl,2.11,141,297.51,75.57,25.4
Target,1002,2024-02-12,South,Florida,Miami,Coca-Cola,Coca-Cola 2L,2.59,166,429.94,156.63,36.43
Walgreens,1006,2024-02-12,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,2.22,519,1152.18,241.61,20.97
Walmart,1001,2024-02-12,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,1.6,460,736.0,151.91,20.64
CVS,1005,2024-02-12,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,1.67,230,384.1,100.83,26.25
Walmart,1001,2024-02-12,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,3.17,374,1185.58,457.52,38.59
Walgreens,1006,2024-02-12,Northeast,New York,New York City,Sprite,Sprite 1.5L,1.74,537,934.38,273.77,29.3
Target,1002,2024-02-12,West,Washington,Seattle,Sprite,Sprite 1.5L,1.89,44,83.16,26.27,31.59
Walmart,1001,2024-02-12,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,1.06,498,527.88,196.21,37.17
CVS,1005,2024-02-12,Northeast,Massachusetts,Boston,Dasani Water,Dasani 1L,2.72,276,750.72,157.73,21.01
Walmart,1001,2024-02-12,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 1.5L,2.69,283,761.27,183.01,24.04
Walmart,1001,2024-02-12,Northeast,New York,New York City,Coca-Cola,Coca-Cola 1.5L,2.15,85,182.75,52.12,28.52
CVS,1005,2024-02-12,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,1.18,152,179.36,58.02,32.35
Kroger,1003,2024-02-12,Midwest,Illinois,Chicago,Sprite,Sprite 33cl,3.4,63,214.2,76.08,35.52
Walmart,1001,2024-02-13,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 2L,2.42,86,208.12,59.92,28.79
Target,1002,2024-02-13,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 1.5L,3.39,225,762.75,237.9,31.19
Walmart,1001,2024-02-13,West,Washington,Seattle,Coca-Cola,Coca-Cola 1.5L,1.27,139,176.53,42.99,24.35
Kroger,1003,2024-02-13,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,2.66,198,526.68,150.26,28.53
Target,1002,2024-02-13,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,1.87,210,392.7,129.24,32.91
Kroger,1003,2024-02-13,Midwest,Ohio,Columbus,Sprite,Sprite 1.5L,1.39,200,278.0,75.56,27.18
Costco,1004,2024-02-13,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,2.88,225,648.0,162.39,25.06
Costco,1004,2024-02-13,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,2.51,292,732.92,212.47,28.99
Kroger,1003,2024-02-13,South,Texas,Houston,Sprite,Sprite 1.5L,2.46,239,587.94,129.93,22.1
Walmart,1001,2024-02-13,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,1.43,343,490.49,194.97,39.75
Costco,1004,2024-02-13,Southeast,Tennessee,Nashville,Powerade,Powerade Red 50cl,1.3,225,292.5,118.43,40.49
Target,1002,2024-02-13,South,Georgia,Atlanta,Fanta,Fanta Orange 33cl,1.86,181,336.66,96.02,28.52
CVS,1005,2024-02-13,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,1.7,195,331.5,126.33,38.11
Walmart,1001,2024-02-13,Northeast,New York,New York City,Fanta,Fanta Orange 1.5L,1.0,312,312.0,111.7,35.8
Kroger,1003,2024-02-14,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.7,364,982.8,316.85,32.24
Kroger,1003,2024-02-14,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 2L,0.81,121,98.01,26.82,27.36
Costco,1004,2024-02-14,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,2.37,129,305.73,70.47,23.05
Costco,1004,2024-02-14,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,2.12,398,843.76,187.57,22.23
Walmart,1001,2024-02-14,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,3.1,264,818.4,310.26,37.91
Target,1002,2024-02-14,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 33cl,1.25,440,550.0,164.94,29.99
Kroger,1003,2024-02-14,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola 2L,2.53,304,769.12,236.58,30.76
Target,1002,2024-02-15,Midwest,Ohio,Columbus,Powerade,Powerade Red 50cl,2.81,271,761.51,174.31,22.89
Target,1002,2024-02-15,Midwest,Illinois,Chicago,Dasani Water,Dasani 1L,1.33,254,337.82,73.31,21.7
CVS,1005,2024-02-15,South,Florida,Miami,Fanta,Fanta Orange 1.5L,1.55,49,75.95,30.0,39.5
Costco,1004,2024-02-15,Southeast,Virginia,Richmond,Diet Coke,Diet Coke 33cl,1.99,461,917.39,210.82,22.98
Kroger,1003,2024-02-15,Northeast,New York,New York City,Sprite,Sprite 33cl,1.54,364,560.56,138.63,24.73
Walgreens,1006,2024-02-15,West,Washington,Seattle,Dasani Water,Dasani 1L,3.07,134,411.38,166.12,40.38
Walgreens,1006,2024-02-16,West,Washington,Seattle,Fanta,Fanta Orange 1.5L,1.57,492,772.44,276.15,35.75
CVS,1005,2024-02-16,South,Florida,Miami,Powerade,Powerade Red 50cl,1.9,178,338.2,69.33,20.5
Target,1002,2024-02-16,West,Washington,Seattle,Powerade,Powerade Red 50cl,1.91,363,693.33,172.57,24.89
Walmart,1001,2024-02-16,Midwest,Michigan,Detroit,Fanta,Fanta Orange 1.5L,1.1,229,251.9,68.74,27.29
CVS,1005,2024-02-16,Northeast,New York,New York City,Diet Coke,Diet Coke 33cl,1.21,51,61.71,21.21,34.37
Costco,1004,2024-02-16,South,Texas,Houston,Fanta,Fanta Orange 1.5L,1.16,190,220.4,80.89,36.7
CVS,1005,2024-02-16,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola Classic 33cl,3.25,246,799.5,300.45,37.58
Walmart,1001,2024-02-17,South,Georgia,Atlanta,Coca-Cola Zero Sugar,Coke Zero 33cl,1.85,250,462.5,189.49,40.97
CVS,1005,2024-02-17,South,Georgia,Atlanta,Fanta,Fanta Orange 33cl,1.84,286,526.24,121.61,23.11
CVS,1005,2024-02-17,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,1.94,99,192.06,59.63,31.05
Walmart,1001,2024-02-17,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 1.5L,1.97,259,510.23,119.7,23.46
Walgreens,1006,2024-02-17,South,Texas,Houston,Fanta,Fanta Orange 33cl,2.29,361,826.69,345.8,41.83
